id	region_id	timestamp	type	participants	vehicles	victims	fatalities	city	street	house	road	km	m	places	problems	reasons
199909008	80512	2016-09-30 09:00:00	Столкновение	2	2	1	0	г Волгоград	пр-кт им Героев Сталинграда	50				Перегон (нет объектов на месте ДТП)	Отсутствие, плохая различимость горизонтальной разметки проезжей части	Водитель: Нарушение правил перестроения
200081143	80512	2016-09-30 20:10:00	Столкновение	4	3	1	0	г Волгоград	ул Рабоче-Крестьянская	61				Перегон (нет объектов на месте ДТП)		Водитель: Неправильный выбор дистанции
200063864	80512	2016-09-30 16:30:00	Наезд на пешехода	2	1	1	0	г Волгоград	ул 40 лет ВЛКСМ	24				Регулируемый пешеходный переход	Отсутствие, плохая различимость горизонтальной разметки проезжей части; Отсутствие пешеходных ограждений в необходимых местах	Водитель: Нарушение правил проезда пешеходного перехода
199877262	80512	2016-09-29 17:15:00	Столкновение	3	3	1	1	г Волгоград	ул им Плеханова	73				Перегон (нет объектов на месте ДТП)		Водитель: Неправильный выбор дистанции
199876626	80512	2016-09-29 08:30:00	Столкновение	2	2	1	0	г Волгоград	ул Рабоче-Крестьянская	15				Регулируемый перекресток		Водитель: Несоблюдение очередности проезда
199876768	80512	2016-09-29 09:00:00	Наезд на пешехода	3	1	2	0	г Волгоград	ул им Кирова	138				Иное место		Пешеход: Переход через проезжую часть вне пешеходного перехода в зоне его видимости либо при наличии в непосредственной близости подземного (надземного) пешеходного перехода
199887776	80512	2016-09-28 09:30:00	Падение пассажира	2	1	1	0	г Волгоград	ул Верхоянская	53				Перегон (нет объектов на месте ДТП)	Дефекты покрытия; Отсутствие, плохая различимость горизонтальной разметки проезжей части	Водитель: Другие нарушения ПДД водителем; Пассажир: Иные нарушения
199728605	80512	2016-09-27 12:55:00	Столкновение	3	3	1	1	г Волгоград				0	0	Мост, эстакада, путепровод		Водитель: Другие нарушения ПДД водителем
199887674	80512	2016-09-27 22:30:00	Опрокидывание	1	1	1	0	г Волгоград	ш Авиаторов	121				Перегон (нет объектов на месте ДТП)	Отсутствие, плохая различимость горизонтальной разметки проезжей части; Отсутствие дорожных знаков в необходимых местах; Отсутствие пешеходных ограждений в необходимых местах; Отсутствие освещения	Водитель: Другие нарушения ПДД водителем
199764862	80512	2016-09-27 09:00:00	Наезд на пешехода	2	1	1	0	г Волгоград	ул Елецкая	1				Перегон (нет объектов на месте ДТП)	Неправильное применение, плохая видимость дорожных знаков	Пешеход: Переход через проезжую часть вне пешеходного перехода в зоне его видимости либо при наличии в непосредственной близости подземного (надземного) пешеходного перехода
199887814	80512	2016-09-27 20:00:00	Наезд на пешехода	2	1	1	0	г Волгоград	пр-кт Металлургов	23				Нерегулируемый пешеходный переход	Дефекты покрытия; Неправильное применение, плохая видимость дорожных знаков	Водитель: Нарушение правил проезда пешеходного перехода
200064058	80512	2016-09-27 18:40:00	Столкновение	3	2	1	0	г Волгоград	ул им Репина	52				Регулируемый перекресток		Водитель: Несоблюдение очередности проезда
199653202	80512	2016-09-26 18:30:00	Наезд на пешехода	4	2	2	0	г Волгоград	ул им Кирова	51				Перегон (нет объектов на месте ДТП)	Отсутствие, плохая различимость горизонтальной разметки проезжей части; Отсутствие тротуаров (пешеходных дорожек)	Пешеход: Переход через проезжую часть вне пешеходного перехода в зоне его видимости либо при наличии в непосредственной близости подземного (надземного) пешеходного перехода; Пешеход: Переход через проезжую часть вне пешеходного перехода в зоне его видимости либо при наличии в непосредственной близости подземного (надземного) пешеходного перехода
199653025	80512	2016-09-26 12:45:00	Наезд на стоящее ТС	3	2	1	0	г Волгоград	ул им Николая Отрады	6				Регулируемый перекресток	Отсутствие, плохая различимость горизонтальной разметки проезжей части	Водитель: Неправильный выбор дистанции
199652965	80512	2016-09-26 18:00:00	Наезд на пешехода	2	1	1	0	г Волгоград	ул 64 Армии	26				Регулируемый пешеходный переход	Отсутствие дорожных знаков в необходимых местах; Отсутствие пешеходных ограждений в необходимых местах; Нарушения в размещении наружной рекламы	Водитель: Нарушение правил проезда пешеходного перехода
199653132	80512	2016-09-26 17:10:00	Столкновение	3	2	2	0	г Волгоград	ул Казахская	0				Нерегулируемый перекрёсток неравнозначных улиц (дорог)	Отсутствие освещения	Водитель: Несоблюдение очередности проезда
199762625	80512	2016-09-26 21:40:00	Столкновение	5	3	2	0	г Волгоград	ул 64 Армии	16				Остановка общественного транспорта	Отсутствие дорожных знаков в необходимых местах; Отсутствие пешеходных ограждений в необходимых местах; Нарушения в размещении наружной рекламы	Водитель: Другие нарушения ПДД водителем
199653177	80512	2016-09-26 17:20:00	Столкновение	2	2	1	0	г Волгоград	снт СНТ Деревообработчик-2	0				Перегон (нет объектов на месте ДТП)		Водитель: Другие нарушения ПДД водителем
200064230	80512	2016-09-26 11:00:00	Наезд на пешехода	2	1	1	0	г Волгоград	ул им Германа Титова	16				Перегон (нет объектов на месте ДТП)	Отсутствие, плохая различимость горизонтальной разметки проезжей части	Водитель: Другие нарушения ПДД водителем
199738558	80512	2016-09-25 16:00:00	Столкновение	2	2	1	0	г Волгоград	снт СНТ Ветеран	111				Перегон (нет объектов на месте ДТП)	Неудовлетворительное состояние обочин; Отсутствие, плохая различимость горизонтальной разметки проезжей части; Отсутствие освещения	Водитель: Другие нарушения ПДД водителем
199887815	80512	2016-09-25 03:00:00	Столкновение	2	2	1	0	г Волгоград	ул им Лермонтова	1				Регулируемый перекресток	Отсутствие, плохая различимость горизонтальной разметки проезжей части; Неправильное применение, плохая видимость дорожных знаков; Отсутствие пешеходных ограждений в необходимых местах	Водитель: Несоблюдение очередности проезда
199673782	80512	2016-09-24 06:00:00	Столкновение	2	2	1	0	г Волгоград	ул Историческая	130				Перегон (нет объектов на месте ДТП)	Отсутствие, плохая различимость горизонтальной разметки проезжей части; Нарушения в размещении наружной рекламы	Водитель: Выезд на полосу встречного движения
199887884	80512	2016-09-24 19:20:00	Наезд на пешехода	2	1	1	0	г Волгоград	пл им В.И.Ленина	91				Регулируемый пешеходный переход	Отсутствие, плохая различимость горизонтальной разметки проезжей части; Отсутствие дорожных знаков в необходимых местах; Отсутствие пешеходных ограждений в необходимых местах; Нарушения в размещении наружной рекламы	Водитель: Другие нарушения ПДД водителем
199673781	80512	2016-09-24 18:25:00	Наезд на велосипедиста	2	2	1	0	г Волгоград	ул им Землячки	50				Нерегулируемый пешеходный переход	Отсутствие пешеходных ограждений в необходимых местах	Водитель: Несоблюдение очередности проезда
199581241	80512	2016-09-24 20:00:00	Наезд на пешехода	2	1	1	0	г Волгоград	ул им Кирова	98				Перегон (нет объектов на месте ДТП)	Отсутствие, плохая различимость горизонтальной разметки проезжей части	Пешеход: Переход через проезжую часть в неустановленном месте (при наличии в зоне видимости перекрёстка)
199580998	80512	2016-09-22 08:15:00	Столкновение	3	2	1	0	г Волгоград	пр-кт им В.И.Ленина	15				Регулируемый перекресток		Водитель: Нарушение требований сигналов светофора
199580823	80512	2016-09-22 15:10:00	Наезд на велосипедиста	2	2	1	0	г Волгоград	пл им В.И.Ленина	96				Выезд с прилегающей территории	Отсутствие, плохая различимость горизонтальной разметки проезжей части	Водитель: Несоблюдение очередности проезда
199580825	80512	2016-09-22 10:00:00	Наезд на пешехода	2	1	1	0	г Волгоград	ул Бурейская	14				Перегон (нет объектов на месте ДТП)		Водитель: Несоответствие скорости конкретным условиям движения; Пешеход: Переход через проезжую часть в неустановленном месте (при наличии в зоне видимости перекрёстка)
199329132	80512	2016-09-21 09:20:00	Столкновение	4	2	3	0	г Волгоград	ул им Азизбекова	41				Перегон (нет объектов на месте ДТП)		Водитель: Другие нарушения ПДД водителем
199296144	80512	2016-09-21 08:40:00	Наезд на пешехода	2	1	1	0	г Волгоград	ул им маршала Еременко	106				Внутридворовая территория		Водитель: Несоблюдение условий, разрешающих движение транспорта задним ходом
199269957	80512	2016-09-20 10:50:00	Наезд на пешехода	2	1	1	0	г Волгоград	ул им Дзержинского	36				Регулируемый перекресток; Остановка общественного транспорта	Отсутствие, плохая различимость горизонтальной разметки проезжей части; Отсутствие дорожных знаков в необходимых местах; Неправильное применение, плохая видимость дорожных знаков	Водитель: Несоблюдение условий, разрешающих движение транспорта задним ходом
199738559	80512	2016-09-20 20:20:00	Наезд на пешехода	2	1	1	0	г Волгоград	ул Волгоградская	0				Нерегулируемый пешеходный переход	Отсутствие освещения	Водитель: Нарушение правил проезда пешеходного перехода
199269994	80512	2016-09-20 14:45:00	Столкновение	2	2	1	0	г Волгоград	ул Электролесовская	5-1				Нерегулируемое пересечение с круговым движением	Отсутствие, плохая различимость горизонтальной разметки проезжей части	Водитель: Несоблюдение очередности проезда
199269993	80512	2016-09-20 14:00:00	Столкновение	3	2	1	0	г Волгоград	ул им Неждановой	3				Перегон (нет объектов на месте ДТП)		Водитель: Другие нарушения ПДД водителем
199275392	80512	2016-09-20 18:00:00	Наезд на пешехода	2	1	1	0	г Волгоград	ул Электролесовская	55				Нерегулируемый пешеходный переход		Водитель: Нарушение правил проезда пешеходного перехода
199269969	80512	2016-09-20 11:30:00	Наезд на пешехода	2	1	1	0	г Волгоград				0	0	Регулируемый пешеходный переход; Регулируемый перекресток	Отсутствие дорожных знаков в необходимых местах; Отсутствие пешеходных ограждений в необходимых местах	Водитель: Нарушение правил проезда пешеходного перехода
199270154	80512	2016-09-20 16:30:00	Наезд на препятствие	1	1	1	0	г Волгоград	ул им Шурухина	86				Перегон (нет объектов на месте ДТП)	Отсутствие, плохая различимость горизонтальной разметки проезжей части; Отсутствие освещения	Водитель: Другие нарушения ПДД водителем
199738560	80512	2016-09-19 23:45:00	Столкновение	2	2	1	0	г Волгоград	ул Университетская	64				Регулируемый перекресток	Отсутствие, плохая различимость горизонтальной разметки проезжей части; Отсутствие дорожных знаков в необходимых местах; Отсутствие пешеходных ограждений в необходимых местах; Нарушения в размещении наружной рекламы	Водитель: Нарушение требований сигналов светофора
199205091	80512	2016-09-18 01:35:00	Столкновение	3	2	1	0	г Волгоград	пр-кт им В.И.Ленина	2				Регулируемый перекресток	Отсутствие, плохая различимость горизонтальной разметки проезжей части; Отсутствие дорожных знаков в необходимых местах; Отсутствие пешеходных ограждений в необходимых местах	Водитель: Несоблюдение очередности проезда
199211844	80512	2016-09-17 16:00:00	Столкновение	5	2	4	0	г Волгоград	ул Вилянская	0				Перегон (нет объектов на месте ДТП)	Дефекты покрытия; Неудовлетворительное состояние обочин; Отсутствие, плохая различимость горизонтальной разметки проезжей части	Водитель: Выезд на полосу встречного движения
199211845	80512	2016-09-17 09:35:00	Столкновение	3	2	2	0	г Волгоград	ул им Плеханова	0				Перегон (нет объектов на месте ДТП)		Водитель: Нарушение правил обгона
199738561	80512	2016-09-17 13:15:00	Опрокидывание	2	1	1	1	г Волгоград	ул Казахская	0				Перегон (нет объектов на месте ДТП)		Водитель: Другие нарушения ПДД водителем
199579038	80512	2016-09-17 19:05:00	Падение пассажира	2	1	1	0	г Волгоград	пл им В.И.Ленина	83				Остановка общественного транспорта		Водитель: Другие нарушения ПДД водителем
199079276	80512	2016-09-16 22:00:00	Столкновение	4	2	3	0	г Волгоград	пр-кт им В.И.Ленина	3А				Перегон (нет объектов на месте ДТП)	Отсутствие, плохая различимость горизонтальной разметки проезжей части	Водитель: Другие нарушения ПДД водителем
199275923	80512	2016-09-16 13:00:00	Наезд на пешехода	2	1	1	0	г Волгоград	ул Университетская	98				Регулируемый пешеходный переход	Отсутствие дорожных знаков в необходимых местах; Отсутствие пешеходных ограждений в необходимых местах; Нарушения в размещении наружной рекламы	Пешеход: Иные нарушения
199578422	80512	2016-09-16 22:30:00	Наезд на пешехода	2	1	1	0	г Волгоград	пр-кт Металлургов	23				Нерегулируемый пешеходный переход	Неправильное применение, плохая видимость дорожных знаков	Водитель: Нарушение правил проезда пешеходного перехода
199065208	80512	2016-09-15 16:30:00	Столкновение	2	2	1	0	г Волгоград	ул им Землянского	0				Перегон (нет объектов на месте ДТП)	Отсутствие, плохая различимость горизонтальной разметки проезжей части	Водитель: Другие нарушения ПДД водителем
199065529	80512	2016-09-15 09:00:00	Наезд на препятствие	1	1	1	0	г Волгоград	ул им Куприна	92А				Перегон (нет объектов на месте ДТП)		Водитель: Другие нарушения ПДД водителем
199065655	80512	2016-09-15 08:40:00	Наезд на пешехода	2	1	1	0	г Волгоград	ул Двинская	5				Нерегулируемый пешеходный переход	Отсутствие, плохая различимость горизонтальной разметки проезжей части	Водитель: Нарушение правил проезда пешеходного перехода
199065155	80512	2016-09-15 22:00:00	Столкновение	3	2	2	0	г Волгоград	пр-кт им В.И.Ленина	20				Регулируемый перекресток	Отсутствие, плохая различимость горизонтальной разметки проезжей части	Водитель: Несоблюдение очередности проезда
199578421	80512	2016-09-15 11:10:00	Столкновение	2	2	1	0	г Волгоград	ул Рабоче-Крестьянская	70				Регулируемый перекресток	Отсутствие, плохая различимость горизонтальной разметки проезжей части	Водитель: Несоблюдение очередности проезда
199065219	80512	2016-09-15 13:40:00	Наезд на пешехода	2	1	1	0	г Волгоград	пр-кт Канатчиков	7				Перегон (нет объектов на месте ДТП)	Отсутствие, плохая различимость горизонтальной разметки проезжей части	Пешеход: Переход через проезжую часть вне пешеходного перехода в зоне его видимости либо при наличии в непосредственной близости подземного (надземного) пешеходного перехода
198946126	80512	2016-09-14 15:10:00	Столкновение	3	2	2	0	г Волгоград	ул Волгоградская	2к				Перегон (нет объектов на месте ДТП)		Водитель: Нарушение правил обгона
198945689	80512	2016-09-14 12:20:00	Столкновение	4	3	2	0	г Волгоград	ул им Пожарского	325-1				Иное место		Водитель: Нарушение правил обгона
199738714	80512	2016-09-14 21:50:00	Наезд на велосипедиста	2	2	1	0	г Волгоград	пр-кт Университетский	50				Выезд с прилегающей территории	Отсутствие освещения	Водитель: Несоблюдение очередности проезда
199064912	80512	2016-09-14 17:45:00	Наезд на пешехода	2	1	1	0	г Волгоград	ул Ополченская	38				Остановка общественного транспорта	Отсутствие, плохая различимость горизонтальной разметки проезжей части; Отсутствие дорожных знаков в необходимых местах	Пешеход: Переход через проезжую часть в неустановленном месте (при наличии в зоне видимости перекрёстка); Пешеход: Неожиданный выход из-за ТС
199064913	80512	2016-09-14 17:25:00	Наезд на пешехода	2	1	1	0	г Волгоград	ул им Николая Отрады	1б				Регулируемый пешеходный переход; Регулируемый перекресток	Дефекты покрытия; Отсутствие, плохая различимость горизонтальной разметки проезжей части; Отсутствие дорожных знаков в необходимых местах; Отсутствие пешеходных ограждений в необходимых местах	Водитель: Нарушение правил проезда пешеходного перехода
199065067	80512	2016-09-14 14:55:00	Столкновение	3	2	1	0	г Волгоград				0	0	Перегон (нет объектов на месте ДТП)		Водитель: Неправильный выбор дистанции
199064904	80512	2016-09-13 10:30:00	Наезд на велосипедиста	2	2	1	0	г Волгоград	ул Череповецкая	11-1				Выезд с прилегающей территории		Водитель: Другие нарушения ПДД водителем
198895509	80512	2016-09-13 05:50:00	Наезд на велосипедиста	2	2	0	1	г Волгоград	ул им Николая Отрады	1				Регулируемый пешеходный переход; Выезд с прилегающей территории	Отсутствие, плохая различимость горизонтальной разметки проезжей части; Отсутствие дорожных знаков в необходимых местах; Отсутствие дорожных ограждений в необходимых местах	Водитель: Нарушение правил проезда пешеходного перехода
198838175	80512	2016-09-12 10:30:00	Столкновение	3	2	1	0	г Волгоград				0	0	Перегон (нет объектов на месте ДТП)	Дефекты покрытия	Водитель: Другие нарушения ПДД водителем
198857794	80512	2016-09-12 20:30:00	Столкновение	3	2	2	0	г Волгоград	ул им маршала Жукова	79				Регулируемый перекресток	Отсутствие пешеходных ограждений в необходимых местах	Водитель: Несоблюдение очередности проезда
198837525	80512	2016-09-12 09:00:00	Столкновение	3	2	1	0	г Волгоград	ул 40 лет ВЛКСМ	94				Остановка общественного транспорта	Дефекты покрытия; Отсутствие, плохая различимость горизонтальной разметки проезжей части	Водитель: Несоблюдение очередности проезда
198837946	80512	2016-09-12 08:10:00	Столкновение	3	2	2	0	г Волгоград	ул 40 лет ВЛКСМ	39				Регулируемый перекресток	Дефекты покрытия; Отсутствие, плохая различимость горизонтальной разметки проезжей части	Водитель: Нарушение требований сигналов светофора
199064893	80512	2016-09-11 01:10:00	Наезд на пешехода	2	1	1	0	г Волгоград	ул им маршала Еременко	116б				Перегон (нет объектов на месте ДТП)	Дефекты покрытия; Отсутствие, плохая различимость горизонтальной разметки проезжей части; Неправильное применение, плохая видимость дорожных знаков	Пешеход: Переход через проезжую часть вне пешеходного перехода в зоне его видимости либо при наличии в непосредственной близости подземного (надземного) пешеходного перехода
199275738	80512	2016-09-11 17:00:00	Столкновение	2	2	1	0	г Волгоград	ул Университетская	46				Нерегулируемый перекрёсток неравнозначных улиц (дорог)	Отсутствие, плохая различимость горизонтальной разметки проезжей части; Отсутствие дорожных знаков в необходимых местах; Отсутствие пешеходных ограждений в необходимых местах	Водитель: Несоблюдение очередности проезда
198857793	80512	2016-09-11 12:30:00	Столкновение	3	2	1	0	г Волгоград	ул им Константина Симонова	26				Регулируемый перекресток	Отсутствие пешеходных ограждений в необходимых местах	Водитель: Нарушение требований сигналов светофора
199064874	80512	2016-09-11 21:20:00	Наезд на пешехода	3	2	1	0	г Волгоград	ул 64 Армии	143				Регулируемый пешеходный переход; Регулируемый перекресток		Пешеход: Неподчинение сигналам регулирования
198753527	80512	2016-09-10 16:45:00	Наезд на пешехода	2	1	0	1	г Волгоград				0	0	Перегон (нет объектов на месте ДТП)	Отсутствие, плохая различимость горизонтальной разметки проезжей части; Отсутствие дорожных знаков в необходимых местах; Отсутствие пешеходных ограждений в необходимых местах	Пешеход: Переход через проезжую часть в неустановленном месте (при наличии в зоне видимости перекрёстка)
198857792	80512	2016-09-10 12:45:00	Столкновение	3	2	1	0	г Волгоград	ул Ангарская	137				Перегон (нет объектов на месте ДТП)	Отсутствие, плохая различимость горизонтальной разметки проезжей части	Водитель: Нарушение правил перестроения
198902277	80512	2016-09-10 13:30:00	Наезд на пешехода	2	1	1	0	г Волгоград	ул им Константина Симонова	6а				Перегон (нет объектов на месте ДТП)	Отсутствие, плохая различимость горизонтальной разметки проезжей части	Пешеход: Переход через проезжую часть вне пешеходного перехода в зоне его видимости либо при наличии в непосредственной близости подземного (надземного) пешеходного перехода
199064848	80512	2016-09-10 01:40:00	Столкновение	3	2	1	0	г Волгоград	пр-кт им В.И.Ленина	124				АЗС	Отсутствие, плохая различимость горизонтальной разметки проезжей части; Неправильное применение, плохая видимость дорожных знаков	Водитель: Несоблюдение очередности проезда
198753528	80512	2016-09-09 18:00:00	Столкновение	2	2	1	0	г Волгоград	наб 62-й Армии	0				Нерегулируемый перекрёсток неравнозначных улиц (дорог)		Водитель: Несоблюдение очередности проезда
198842095	80512	2016-09-09 17:20:00	Столкновение	4	3	1	0	г Волгоград	ул им маршала Жукова	43				Перегон (нет объектов на месте ДТП)		Водитель: Неправильный выбор дистанции
198753176	80512	2016-09-08 22:00:00	Столкновение	3	2	2	0	г Волгоград	пр-кт им В.И.Ленина	21				Регулируемый перекресток	Отсутствие, плохая различимость горизонтальной разметки проезжей части; Отсутствие пешеходных ограждений в необходимых местах	Водитель: Нарушение требований сигналов светофора
199064802	80512	2016-09-08 10:55:00	Наезд на пешехода	2	1	1	0	г Волгоград	ул Череповецкая	128				Перегон (нет объектов на месте ДТП)		Пешеход: Переход через проезжую часть вне пешеходного перехода в зоне его видимости либо при наличии в непосредственной близости подземного (надземного) пешеходного перехода
199064795	80512	2016-09-08 16:55:00	Столкновение	2	2	1	0	г Волгоград	пр-кт им В.И.Ленина	207				Регулируемый перекресток		Водитель: Нарушение правил расположения ТС на проезжей части
198840321	80512	2016-09-08 08:30:00	Наезд на пешехода	2	1	1	0	г Волгоград	ул Саушинская	28				Иное место	Отсутствие, плохая различимость горизонтальной разметки проезжей части; Отсутствие дорожных знаков в необходимых местах	Водитель: Другие нарушения ПДД водителем
199901247	80512	2016-09-07 08:05:00	Наезд на пешехода	2	1	1	0	г Волгоград	ул Таращанцев	41				Нерегулируемый пешеходный переход	Отсутствие, плохая различимость горизонтальной разметки проезжей части; Неправильное применение, плохая видимость дорожных знаков	Водитель: Нарушение правил проезда пешеходного перехода
198616200	80512	2016-09-07 12:35:00	Столкновение	2	2	1	0	г Волгоград				0	0	Регулируемый пешеходный переход	Отсутствие пешеходных ограждений в необходимых местах	Водитель: Другие нарушения ПДД водителем
199063815	80512	2016-09-06 13:50:00	Наезд на пешехода	2	1	1	0	г Волгоград	пл им В.И.Ленина	123				Нерегулируемый пешеходный переход	Отсутствие, плохая различимость горизонтальной разметки проезжей части; Отсутствие дорожных знаков в необходимых местах; Неправильное применение, плохая видимость дорожных знаков	Водитель: Нарушение правил проезда пешеходного перехода
198566449	80512	2016-09-06 08:15:00	Столкновение	3	2	2	0	г Волгоград	пл им В.И.Ленина	141				Нерегулируемый перекрёсток неравнозначных улиц (дорог)	Отсутствие, плохая различимость горизонтальной разметки проезжей части	Водитель: Несоблюдение очередности проезда
198534985	80512	2016-09-06 11:45:00	Столкновение	2	2	1	0	г Волгоград	ш Авиаторов	89				Нерегулируемый перекрёсток неравнозначных улиц (дорог)		Водитель: Другие нарушения ПДД водителем
198512926	80512	2016-09-05 08:15:00	Наезд на пешехода	2	1	1	0	г Волгоград	ул Ополченская	9				Остановка общественного транспорта		Пешеход: Переход через проезжую часть вне пешеходного перехода в зоне его видимости либо при наличии в непосредственной близости подземного (надземного) пешеходного перехода
199063733	80512	2016-09-05 17:05:00	Столкновение	2	2	1	0	г Волгоград	ул 64 Армии	145				Регулируемый перекресток	Отсутствие, плохая различимость горизонтальной разметки проезжей части; Отсутствие дорожных знаков в необходимых местах; Отсутствие пешеходных ограждений в необходимых местах	Водитель: Нарушение требований сигналов светофора
198513017	80512	2016-09-05 13:30:00	Столкновение	2	2	1	0	г Волгоград	наб 62-й Армии	6				Перегон (нет объектов на месте ДТП)		Водитель: Другие нарушения ПДД водителем
199063527	80512	2016-09-05 20:25:00	Столкновение	3	3	1	0	г Волгоград	пр-кт Университетский	107				Тоннель		Водитель: Неправильный выбор дистанции
198578491	80512	2016-09-04 17:55:00	Столкновение	4	2	2	0	г Волгоград	ул им маршала Еременко	124				Регулируемый перекресток	Отсутствие, плохая различимость горизонтальной разметки проезжей части	Водитель: Несоблюдение очередности проезда
198523898	80512	2016-09-04 17:30:00	Столкновение	3	2	1	0	г Волгоград	ул им Шкирятова	21				Нерегулируемый перекрёсток неравнозначных улиц (дорог)	Отсутствие, плохая различимость горизонтальной разметки проезжей части	Водитель: Нарушение правил обгона
198521706	80512	2016-09-03 14:45:00	Наезд на пешехода	2	1	1	0	г Волгоград	ул Судостроительная	43				Перегон (нет объектов на месте ДТП)	Отсутствие, плохая различимость горизонтальной разметки проезжей части; Отсутствие освещения	Пешеход: Неожиданный выход из-за ТС
198519997	80512	2016-09-03 12:30:00	Опрокидывание	1	1	1	0	г Волгоград	ул им Шурухина	90				Перегон (нет объектов на месте ДТП)		Водитель: Другие нарушения ПДД водителем
198521156	80512	2016-09-03 13:35:00	Наезд на стоящее ТС	4	2	2	0	г Волгоград	пр-кт им В.И.Ленина	-				Регулируемый перекресток; Остановка общественного транспорта	Отсутствие, плохая различимость горизонтальной разметки проезжей части; Отсутствие дорожных знаков в необходимых местах; Нарушения в размещении наружной рекламы	Водитель: Неправильный выбор дистанции
198520953	80512	2016-09-03 13:30:00	Столкновение	4	3	1	0	г Волгоград	ул им Кирова	96				Нерегулируемый пешеходный переход	Отсутствие, плохая различимость горизонтальной разметки проезжей части	Водитель: Неправильный выбор дистанции
198519749	80512	2016-09-03 01:30:00	Наезд на пешехода	2	1	1	0	г Волгоград	ул Елецкая	11				Перегон (нет объектов на месте ДТП)	Отсутствие, плохая различимость горизонтальной разметки проезжей части	Пешеход: Переход через проезжую часть вне пешеходного перехода в зоне его видимости либо при наличии в непосредственной близости подземного (надземного) пешеходного перехода
198522848	80512	2016-09-03 20:15:00	Наезд на пешехода	3	1	2	0	г Волгоград	ул Череповецкая	11				Перегон (нет объектов на месте ДТП)		Пешеход: Переход через проезжую часть в неустановленном месте (при наличии в зоне видимости перекрёстка); Пешеход: Переход через проезжую часть в неустановленном месте (при наличии в зоне видимости перекрёстка)
198519632	80512	2016-09-02 17:30:00	Столкновение	2	2	1	0	г Волгоград	ул им маршала Жукова	77				Регулируемый перекресток		Водитель: Другие нарушения ПДД водителем
198519631	80512	2016-09-02 15:40:00	Столкновение	6	2	4	1	г Волгоград	ул Мачтозаводская	56				Перегон (нет объектов на месте ДТП)		Водитель: Другие нарушения ПДД водителем
200064383	80512	2016-09-02 12:55:00	Столкновение	2	2	1	0	г Волгоград	пл им В.И.Ленина	103				Нерегулируемый перекрёсток неравнозначных улиц (дорог)	Отсутствие, плохая различимость горизонтальной разметки проезжей части	Водитель: Несоблюдение очередности проезда
198332101	80512	2016-09-01 10:50:00	Столкновение	3	2	2	0	г Волгоград	ул им Менделеева	115				Мост, эстакада, путепровод	Отсутствие, плохая различимость горизонтальной разметки проезжей части	Водитель: Несоблюдение очередности проезда
198343499	80512	2016-09-01 21:15:00	Столкновение	2	2	1	0	г Волгоград	ул Хабаровская	1д				Выезд с прилегающей территории		Водитель: Несоблюдение очередности проезда
198516830	80512	2016-09-01 18:20:00	Столкновение	3	2	1	0	г Волгоград	ул им Огарева	28				Нерегулируемый перекрёсток неравнозначных улиц (дорог)	Отсутствие дорожных знаков в необходимых местах	Водитель: Несоблюдение очередности проезда
198331767	80512	2016-09-01 09:05:00	Столкновение	2	2	1	0	г Волгоград	ул Космонавтов	43				Перегон (нет объектов на месте ДТП)	Дефекты покрытия; Отсутствие, плохая различимость горизонтальной разметки проезжей части; Неправильное применение, плохая видимость дорожных знаков	Водитель: Нарушение правил перестроения
